accno,description,charttype,category,link,taxkey,datevautomatik
2686,"Zinserträge aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen zur Verrechnung nach § 246 Abs. 2 HGB",A,I,,0,f
2687,"Erträge aus Vermögensgegenständen zur Verrechnung nach § 246 Abs. 2 HGB",A,I,,0,f
2689,"Zinsähnliche Erträge aus verbundenen Unternehmen",A,I,,0,f
2700,"Sonstige Erträge",A,I,,3,f
2709,"Sonstige Erträge unregelmäßig",A,I,,0,f
2710,"Ertrag a.d.Zuschreib.d.Anlagevermög",A,I,,0,f
2711,"Erträge aus Zuschreibungen des immateriellen Anlagevermögens",A,I,,0,f
2712,"Erträge aus Zuschreibungen des Finanzanlagevermögens",A,I,,0,f
2713,"Erträge aus Zuschreibungen des Finanzanlagevermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KStG9)",A,I,,0,f
2714,"Erträge aus Zuschreibungen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG9)",A,I,,0,f
2715,Ertr.a.Zuschreib.d.Umlaufvermögens,A,I,,0,f
2716,"Erträge aus Zuschreibungen des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KStG9)",A,I,,0,f
2720,"Ertr.a.d.Abgang v.Gegens.d.Anlageve",A,I,,0,f
2724,"Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG (Buchwert bei Buchgewinn)9)",A,I,,0,f
2725,Ertr.a.d.Abg.v.Gegenst.d.Umlaufverm,A,I,,0,f
2726,"Erträge aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG9)",A,I,,0,f
2727,"Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 3 EStG",A,I,,0,f
2728,"Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 10 EStG",A,I,,0,f
2729,"Erträge aus der Auflösung der Rücklage für Ersatzbeschaffung, R 6.6 EStR",A,I,,0,f
2730,"Ertr.a.Herabsetzung d.PWB zu Forderungen",A,I,,0,f
2731,"Erträge aus der Herabsetzung der Einzelwertberichtigung auf Forderungen",A,I,,0,f
2732,"Ertr. aus abgeschriebenen Forderung",A,I,,0,f
2733,"Erträge a.d.Auflösung v.SoPo m.Rücklageant.(Exitenzgründungszusch.)",A,I,,0,f
2735,"Ertr.a.d.Auflösung v.Rückstellungen",A,I,,0,f
2736,"Erträge aus der Herabsetzung von Verbindlichkeiten",A,I,,0,f
2737,"Erträge aus der Auflösung einer steuerlichen Rücklage nach § 4g EStG",A,I,,0,f
2739,"Erträge Aufl. Sopo m.R.(Ansparafa)",A,I,,0,f
2740,"Erträge aus der Auflösung sonstiger steuerlicher Rücklagen",A,I,,0,f
2741,"Erträge aus der Auflösung steuerrechtlicher Sonderabschreibungen",A,I,,0,f
2742,Versicherungsentschädigungen,A,I,,0,f
2743,Investitionszuschüsse-steuerpflicht,A,I,,0,f
2744,Investitionszulage-steuerfrei,A,I,,0,f
2745,"Ertrag aus der Kapitalherabsetzung8)",A,I,,0,f
2746,"Steuerfr.Erträge a.d.Auflös.v.SoPo m.Rücklageanteil",A,I,,0,f
2747,"Sonst.steuerfreie Betriebseinnahmen",A,I,,0,f
2749,"Erstattungen Aufwendungsausgleichsgesetz",A,I,,0,f
2750,Grundstückserträge,A,I,,3,f
2751,"Erlöse aus Vermietung und Verpachtung, umsatzsteuerfrei § 4 Nr. 12 UStG",A,I,,0,f
2752,"Erlöse aus Vermietung und Verpachtung 19 % USt",A,I,AR_amount,3,t
2760,"Erträge aus der Aktivierung unentgeltlich erworbener Vermögensgegenstände",A,I,,0,f
2762,"Kostenerstattungen, Rückvergütungen und Gutschriften für frühere Jahre",A,I,,0,f
2764,"Erträge aus Verwaltungskostenumlage",A,I,,0,f
2790,"Erträge aus Verlustübernahme",A,I,,0,f
2792,"Erhaltene Gewinne auf Grund einer Gewinngemeinschaft",A,I,,0,f
2794,"Erhaltene Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags",A,I,,0,f
2795,"Entnahmen aus der Kapitalrücklage",A,I,,0,f
2796,"Entnahmen aus der gesetzlichen Rücklage",A,I,,0,f
2797,"Entnahmen a.satzungsmäßigen Rücklagen",A,E,,0,f
2798,"Entnahmen aus dem Ausgleichsposten für aktivierte eigene Anteile",A,I,,0,f
2799,"Entnahmen aus anderen Gewinnrücklagen",A,I,,0,f
2840,"Entnahmen aus der Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen",A,E,,0,f
2841,"Entnahmen aus gesamthänderisch gebundenen Rücklagen (mit Aufteilung für Kapitalkontenentwicklung)",A,E,,0,f
2850,"Entnahmen aus anderen Ergebnisrücklagen",A,E,,0,f
2860,"Gewinnvortrag nach Verwendung",A,E,,0,f
2865,"Gewinnvortrag nach Verwendung (mit Aufteilung für Kapitalkontenentwicklung)",A,E,,0,f
2867,"Verlustvortrag nach Verwendung (mit Aufteilung für Kapitalkontenentwicklung)",A,E,,0,f
2868,"Verlustvortrag nach Verwendung",A,E,,0,f
2870,Vorabausschüttung,A,E,,0,f
2890,"Verrechneter kalkulatorischer Unternehmerlohn",A,E,,0,f
2891,"Verrechnete kalkulatorische Miete und Pacht",A,E,,0,f
2892,"Verrechnete kalkulatorische Zinsen",A,E,,0,f
2893,"Verrechnete kalkulatorische Abschreibungen",A,E,,0,f
2894,"Verrechnete kalkulatorische Wagnisse",A,E,,0,f
2895,"Verrechneter kalkulatorischer Lohn für unentgeltliche Mitarbeiter",A,E,,0,f
3000,"Roh,-Hilfs,-und Betriebsstoffe",A,E,IC,9,f
3010,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,E,AP_amount,8,t
3029,"Einkauf Roh-, Hilfs- und Betriebsstoffe ohne Vorsteuerabzug",A,E,,0,f
3030,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,E,AP_amount,9,t
3060,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3062,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3066,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3067,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3070,"Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer",A,E,,0,f
3071,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7,8 % Vorsteuer8)",A,E,,0,f
3075,"Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3076,"Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3089,"Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3090,"Energiestoffe (Fert.).",A,E,IC,9,f
3091,"Energiestoffe (Fertigung) 7 % VSt",A,E,,0,f
3092,"Energiestoffe (Fertigung) 19 % VSt",A,E,,0,f
3100,Fremdleistungen,A,E,AP_amount,9,f
3106,"Fremdleistungen 19 % Vorsteuer",A,E,AP_amount,9,t
3108,"Fremdleistungen 7 % Vorsteuer",A,E,AP_amount,8,t
3109,"Fremdleistungen ohne Vorsteuer",A,E,,0,f
3110,"Leist.v.ausländ.Untern. 7% VSt.u.7%USt.",A,E,AP_amount,8,t
3113,"Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3115,"Leistungen eines im Ausland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3120,"Leist.v.ausländ.Untern. 16%/19% VSt.u.16%/19%USt.",A,E,AP_amount,9,t
3123,"Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3125,"Leistungen eines im Ausland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3130,"Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3133,"Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3135,"Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3140,"Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3143,"Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3145,"Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3150,"Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird",A,E,,0,f
3151,"Erhalt. Skonti § 13b UStG 19% Vorst./USt",A,E,AR_amount,3,t
3153,"Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer",A,E,,0,f
3154,"Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer, mit 19 % Umsatzsteuer",A,E,AP_amount,9,t
3160,"Leistungen nach § 13b UStG mit Vorsteuerabzug21)",A,E,,0,f
3165,"Leistungen nach § 13b UStG ohne Vorsteuerabzug21)",A,E,,0,f
3170,"Fremdleistungen (Miet- und Pachtzinsen bewegliche Wirtschaftsgüter)",A,E,,0,f
3175,"Fremdleistungen (Miet- und Pachtzinsen unbewegliche Wirtschaftsgüter)",A,E,,0,f
3180,"Fremdleistungen (Entgelte für Rechte und Lizenzen)",A,E,,0,f
3185,"Fremdleistungen (Vergütungen für die Überlassung von Wirtschaftsgütern - mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
3200,Wareneingang,A,E,,0,f
3300,"Wareneingang 7% Vorsteuer",A,E,AP_amount:IC_cogs,8,t
3347,"Wareneingang 7 % Vorsteuer",A,E,AP_amount,8,t
3349,"Wareneingang ohne Vorsteuerabzug",A,E,,0,f
3400,"Wareneingang 16%/19% Vorsteuer",A,E,AP_amount:IC_cogs,9,t
3418,"Wareneingang 19 % Vorsteuer",A,E,AP_amount,9,t
3420,"Innergem. Erwerb 7% VSt u. USt.",A,E,AP_amount:IC_cogs,0,t
3425,"Innergem. Erwerb 16%/19% VSt u. USt.",A,E,AP_amount:IC_cogs,0,t
3430,"Innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3435,"Innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3440,"Innergem.Erwerb v.Neufahrz.v.Lief.o.USt.Identnr.16%/19%VSt.u.16%/19%USt.",A,E,AP_amount:IC_cogs,19,t
3505,"Wareneingang 5,5 % Vorsteuer",A,E,,0,f
3540,"Wareneingang zum Durchschnittssatz nach § 24 UStG 7,8 % Vorsteuer8)",A,E,,0,f
3550,"Steuerfreier innergem.Erwerb",A,E,AP_amount:IC_cogs,0,f
3551,"Wareneingang im Drittland steuerbar",A,E,,0,f
3552,"Erwerb 1. Abnehmer innerhalb eines Dreiecksgeschäftes",A,E,,0,f
3553,"Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3558,"Wareneingang im anderen EU-Land steuerbar",A,E,,0,f
3559,"Steuerfreie Einfuhren",A,E,AP_amount:IC_cogs,0,f
3560,"Waren aus einem Umsatzsteuerlager, § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3565,"Waren aus einem Umsatzsteuerlager, § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3580,"Wareneinkauf z.allg.Umsatzsteuersatz (EÜR)",A,E,,0,f
3581,"Wareneinkauf z.erm.Umsatzsteuersatz(EÜR)",A,E,,0,f
3582,"Wareneinkauf ohne Vorsteuerabzug(EÜR)",A,E,,0,f
3589,"Gegenkto.3580-3582 b.Aufteilung d.WE n.Steuersätzen(EüR)",A,E,,0,f
3600,"Nicht abziehbare Vorsteuer",A,E,,0,f
3610,"Nicht abziehb.Vorsteuer 7%",A,E,,0,f
3650,"Nicht abziehb.Vorsteuer 16%/19%",A,E,,0,f
3660,"Nicht abziehbare Vorsteuer 19 %",A,E,AP_amount,9,t
3700,Nachlässe,A,E,,0,f
3701,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe",A,E,,0,f
3710,"Nachlässe 7 % Vorsteuer",A,E,AP_amount,8,t
3714,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,E,AP_amount,8,t
3715,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,E,AP_amount,9,t
3717,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3718,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3720,"Nachlässe 19 % Vorsteuer",A,E,AP_amount,9,t
3724,"Nachlässe aus innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3725,"Nachlässe aus innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3730,"Erhaltene Skonti",A,E,,0,f
3731,"Erhaltene Skonti 7% Vorsteuer",A,E,AP_paid,8,t
3732,"Erhaltene Skonti 5 % Vorsteuer",A,E,AP_paid,8,t
3733,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe",A,E,,0,f
3734,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,E,AP_amount,8,t
3735,"Erhaltene Skonti 16%/19% Vorsteuer",A,E,AP_paid,9,t
3736,"Erhaltene Skonti 19% Vorsteuer",A,E,AP_amount,9,t
3737,"Erhaltene Skonti 16 % USt",A,E,AP_paid,9,t
3738,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,E,AP_amount,9,t
3741,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3743,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3744,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb",A,E,,0,f
3745,"Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb",A,E,,0,f
3746,"Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
3748,"Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3750,"Erhaltene Boni 7% Vorsteuer",A,I,AP_paid,8,t
3753,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe",A,E,,0,f
3754,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,E,AP_amount,8,t
3755,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,E,AP_amount,9,t
3760,"Erhaltene Boni 16%/19% Vorsteuer",A,I,AP_paid,9,t
3769,"Erhaltene Boni",A,E,,0,f
3770,"Erhaltene Rabatte",A,E,,0,f
3780,"Erhaltene Rabatte 7% Vorsteuer",A,I,AP_paid,8,t
3783,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe",A,E,,0,f
3784,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,E,AP_amount,8,t
3785,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,E,AP_amount,9,t
3787,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 9,0 % Vorsteuer11)",A,E,,0,f
3790,"Erhaltene Rabatte 16%/19% Vorsteuer",A,I,AP_paid,9,t
3792,"Erhaltene Skonti aus Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3793,"Erhaltene Skonti aus Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
3794,"Erhaltene Skonti 5,5 % Vorsteuer",A,E,,0,f
3795,"Erhaltene Skonti 9,0 % Vorsteuer11)",A,E,,0,f
3798,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer",A,E,,0,f
3800,Bezugsnebenkosten,A,E,AP_amount:IC_cogs:IC_expense,0,f
3830,Leergut,A,E,AP_amount:IC_cogs,0,f
3850,"Zölle und Einfuhrabgaben",A,E,AP_amount:IC_cogs,0,f
3950,"Bestandsveränderungen Waren",A,E,,0,f
3955,"Bestandsveränderungen Roh-, Hilfs- und Betriebsstoffe",A,E,,0,f
3960,"Bestandsver.Roh-,Hilfs-.Betriebs.sow.bez.Waren",A,E,,0,f
3970,"Bestand Roh-,Hilfs-,u.Betriebsstoff",A,A,IC,0,f
3980,"Bestand Waren",A,A,IC,0,f
3990,"Verrechnete Stoffkosten",A,E,IC_cogs,0,f
4000,"Material-und Stoffverbrauch",A,E,IC_cogs,0,f
4100,"Löhne und Gehälter",A,E,,0,f
4110,Löhne,A,E,,0,f
4120,Gehälter,A,E,,0,f
4124,"Geschäftsführergehälter der GmbH-Gesellschafter",A,E,,0,f
4125,Ehegattengehalt,A,E,,0,f
4126,Tantiemen,A,E,,0,f
4127,Geschäftsführergehälter,A,E,,0,f
4128,"Vergütungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4129,"Tantiemen Arbeitnehmer",A,E,,0,f
4130,"Gesetzlich soziale Aufwendungen",A,E,,0,f
4137,"Gesetzliche soziale Aufwendungen für Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4138,"Beiträge zur Berufsgenossenschaft",A,E,,0,f
4139,"Ausgleichsabgabe i.S.d.Schwerbehinterdengesetzes",A,E,,0,f
4140,"Freiwillig soziale Aufwendungen lohnsteuerfrei",A,E,,0,f
4141,"Sonstige soziale Abgaben",A,E,,0,f
4144,"Soziale Abgaben für Minijobber",A,E,,0,f
4145,"Freiwillige sozi.Aufw.lohnsteuerpflichtig.",A,E,,0,f
4146,"Freiwillige Zuwendungen an Minijobber",A,E,,0,f
4147,"Freiwillige Zuwendungen an Gesellschafter-Geschäftsführer",A,E,,0,f
4148,"Freiwillige Zuwendungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4149,"Pauschale Lohnsteuera.sons.Bezüge (z.B.Fahrtkostenzu)",A,E,,0,f
4150,Krankengeldzuschüsse,A,E,,0,f
4151,"Sachzuwendungen und Dienstleistungen an Minijobber",A,E,,0,f
4152,"Sachzuwendungen und Dienstleistungen an Arbeitnehmer",A,E,,0,f
4153,"Sachzuwendungen und Dienstleistungen an GesellschafterGeschäftsführer",A,E,,0,f
4154,"Sachzuwendungen und Dienstleistungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4155,Überstunden,A,E,,0,f
4156,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen",A,E,,0,f
4157,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Gesellschafter-Geschäftsführer",A,E,,0,f
4158,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4159,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Minijobber",A,E,,0,f
4160,Versorgungskassen,A,E,,0,f
4165,"Aufwendungen für Altersvorsorge",A,E,,0,f
4166,"Aufwendungen für Altersversorgung für Gesellschafter-Geschäftsführer",A,E,,0,f
4167,"Pauschale Lohnsteuer auf sonst.Bezüge(z.B.Direktversicherung",A,E,,0,f
4168,"Aufwendungen für Altersversorgung für Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4169,"Aufwendungen für Unterstützung",A,E,,0,f
4170,"Vermögenswirksame Leistungen",A,E,,0,f
4175,Fahrtkostenerst.Wohnung/Arbeitsstät,A,E,,0,f
4180,Bedienungsgelder,A,E,,0,f
4190,Aushilfslöhne,A,E,,0,f
4194,"Pauschale Steuer für Minijobber",A,E,,0,f
4195,"Löhne für Minijobs",A,E,,0,f
4196,"Pauschale Steuer für GesellschafterGeschäftsführer",A,E,,0,f
4197,"Pauschale Steuer für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4198,"Pauschale Steuer für Arbeitnehmer",A,E,,0,f
4199,"Lohnsteuer für Aushilfe",A,E,,0,f
4200,Raumkosten,A,E,AP_amount,9,f
4210,Miete,A,E,AP_amount,9,f
4211,"Aufwendungen für gemietete oder gepachtete unbewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind",A,E,,0,f
4212,"Miete/Aufwendungen für doppelte Haushaltsführung Unternehmer",A,E,,0,f
4215,"Leasing (unbewegliche Wirtschaftsgüter)",A,E,,0,f
4219,"Vergütungen an Mitunternehmer für die mietweise Überlassung ihrer unbeweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4220,Pacht,A,E,AP_amount,0,f
4222,"Vergütungen an Gesellschafter für die miet- oder pachtweise Überlassung ihrer unbeweglichen Wirtschaftsgüter",A,E,,0,f
4228,"Miet- und Pachtnebenkosten",A,E,,0,f
4229,"Vergütungen an Mitunternehmer für die pachtweise Überlassung ihrer unbeweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
4230,Heizung,A,E,AP_amount,9,f
4240,"Gas,Strom, Wasser",A,E,AP_amount,9,f
4250,Reinigung,A,E,AP_amount,9,f
4260,"Instandhaltung betrieb.Räume",A,E,AP_amount,9,f
4261,"Instandhlt.betriebl.Räume in Geb.die nicht z.BV gehören",A,E,,0,f
4270,"Abgaben für betrieblich genutzten Grundbesitz",A,E,,0,f
4271,"Abgaben f.betriebl.genutzten Grundbesitz,d.nicht z.BV gehört",A,E,,0,f
4280,"Sonstige Raumkosten",A,E,AP_amount,9,f
4287,"Tagespauschale für die Tätigkeit in der häuslichen Wohnung",A,E,,0,f
4288,"Aufwend.f.ein häusliches Arbeitszimmer(abziehb.Anteil)",A,E,,0,f
4289,"Aufwend.f.ein häusliches Arbeitszimmer(nicht abziehb.Anteil)",A,E,,0,f
4290,"Grundstücksaufwendungen betrieblich",A,E,,0,f
4300,"Nicht abziehbare Vorsteuer",A,E,,0,f
4301,"Nicht abziehbare Vorsteuer 7%",A,E,AP_paid,0,f
4305,"Nicht abziehbare Vorsteuer 16%/19%",A,E,AP_paid,0,f
4306,"Nicht abziehbare Vorsteuer 19 %",A,E,AP_amount,9,t
4320,Gewerbesteuer,A,E,,0,f
4340,"Sonstige Betriebssteuern",A,E,,0,f
4350,Verbrauchssteuer,A,E,,0,f
4355,Ökosteuer,A,E,,0,f
4360,Versicherungen,A,E,AP_amount,0,f
4361,"Versicherungen f.Gebäude,die zum BV gehören",A,E,,0,f
4366,"Versicherungen für Gebäude",A,E,,0,f
4370,"Netto-Prämie für Rückdeckung künftiger Versorgungsleistungen",A,E,,0,f
4380,Beiträge,A,E,AP_amount,0,f
4390,"Sonstige Abgaben",A,E,AP_amount,0,f
4396,Steuerl.abzugs.Verspätungszuschl.u.Zwangsgelder,A,E,,0,f
4397,"Steuerl.n.abzugsf.Verspätungszuschläge u.Zwangsgelder",A,E,,0,f
4400,"(zur freien Verfügung)",A,E,,0,f
4500,Fahrzeugkosten,A,E,AP_amount,0,f
4505,"Fahrzeugkosten f.Kfz,die nicht zum BV gehören",A,E,,0,f
4510,Kfz-Steuer,A,E,AP_amount,0,f
4515,"Kfz-Steuer f.Kfz,die nicht zum BV gehören",A,E,,0,f
4520,Kfz-Versicherungen,A,E,AP_amount,0,f
4525,"Kfz-Versicherung f.Kfz,die nicht zum BV gehören",A,E,,0,f
4530,"Laufende Kfz-Betriebskosten",A,E,AP_amount,9,f
4535,"Lfd.Kfz-Betriebskosten f.Kfz,die nicht zum BV gehören",A,E,,0,f
4540,Kfz-Reparaturen,A,E,AP_amount,9,f
4545,"Kfz-Rep.für Kfz,die nicht zum BV gehören",A,E,,0,f
4550,Garagenmiete,A,E,AP_amount,0,f
4555,"Garagenmiete f.Kfz,die nicht zum BV gehören",A,E,,0,f
4560,Mautgebühren,A,E,,0,f
4565,"Mautgebühren f. Kfz,die nicht zum BV gehören",A,E,,0,f
4570,Leasingfahrzeugkosten,A,E,AP_amount,0,f
4575,"Mietleasingaufwendungen für Elektrofahrzeuge und Fahrräder, die gewerbesteuerlich hinzuzurechnen sind",A,E,,0,f
4580,"Sonstige Kfz-Kosten",A,E,AP_amount,9,f
4590,"Kosten für betrieblich genutzte zum Privatvermögen gehörende Fahrzeuge",A,E,,0,f
4595,Fremdfahrzeuge,A,E,AP_amount,0,f
4600,"Werbe-und Reisekosten",A,E,AP_amount,9,f
4605,Streuartikel,A,E,,0,f
4610,Werbekosten,A,E,AP_amount,9,f
4630,"Geschenke bis 35 EUR abzugsfähig",A,E,AP_amount,0,f
4631,"Geschenke abzugsfähig mit § 37b EStG",A,E,,0,f
4632,"Pauschale Steuer für Geschenke und Zuwendungen abzugsfähig",A,E,,0,f
4635,"Geschenke über 35EUR nicht abzugsf.",A,E,AP_amount,0,f
4636,"Geschenke nicht abzugsfähig mit § 37b EStG",A,E,,0,f
4637,"Pauschale Steuer für Geschenke und Zuwendungen nicht abzugsfähig",A,E,,0,f
4638,"Geschenke ausschließl.betrieb.genut",A,E,AP_amount,9,f
4639,"Zugaben mit § 37b EStG",A,E,,0,f
4640,Repräsentationskosten,A,E,AP_amount,9,f
